title,text_intro,gold_keys,list_of_tags
nan,"Structural adhesives are increasingly used for bonding components within critical load bearing engineering structures such as aerospace and automotives. Typically these adhesives are based on epoxy polymers. Epoxies are inherently brittle due to their homogeneous microstructure and highly cross linked nature. Thus, there has been much research focused on improving the fracture toughness of epoxy polymers by incorporating a second minority phase at the nano-scale. These modifiers fall into one of two main categories: inorganic additives, e.g. silica [1,2], glass [3], alumina [4], nano-clays [5] and carbon nanotubes [6,7] or organic, usually rubber particles. Rubbery additives can be either core–shell rubber particles [8–10] or can form during curing via reaction induced phase separation mechanisms [11,12]. The primary energy dissipation mechanisms for rubber toughened epoxies are known to be both plastic void growth and shear band development [13]. It has also been shown that a combination of the above additives to create a hybrid material can provide synergistic toughening effects, e.g. carbon nanotubes and silica nanoparticles [14] or rubber with silica nanoparticles [15–17].
","['nano-clay', 'fractur tough', 'hybrid materi', 'epoxi', 'alumina', 'improv the fractur tough of epoxi polym', 'microstructur', 'adhes', 'silica', 'rubber toughen epoxi', 'shear band develop', 'structur adhes', 'bond compon', 'rubber with silica nanoparticl', 'carbon nanotub and silica nanoparticl', 'plastic void growth', 'synergist toughen effect', 'epoxi polym', 'addit', 'inorgan addit', 'rubberi addit', 'core–shel rubber particl', 'aerospac', 'organ', 'silica nanoparticl', 'cure', 'incorpor a second minor phase at the nano-scal', 'critic load bear engin structur', 'automot', 'glass', 'rubber particl', 'reaction induc phase separ mechan', 'carbon nanotub', 'energi dissip mechan']","['primary energy dissipation mechanisms', 'phase separation mechanisms', 'plastic void growth', 'shear band development', 'synergistic toughening effects', 'minority phase', 'rubber particles', 'critical load', 'engineering structures', 'epoxy polymers', 'homogeneous microstructure', 'fracture toughness', 'main categories', 'carbon nanotubes', 'hybrid material', 'inorganic additives', 'rubbery additives', 'silica nanoparticles', 'structural adhesives', 'silica']"
nan,"Methods for anomaly detection in a local context are the conceptual opposite to the afore-described centralized methods, which rely on globally shared models. In data mining, the notion of locality is often given as distance between data values (given a specific distance metric such as Euclidean distance). A data point is compared to the value of its nearest neighbors in terms of data distance [42]. However, the notion of locality can also be given in a geographical distance between the sources of the data. Many similar values (i.e., data with small distance among each other) result in a higher density, called clusters, while values that are less similar result in a lower density. Anomalies can fall outside of any cluster but, when frequently occurring, can form a cluster too. Determining if a datum is normal or anomalous compared to local neighborhood data is a challenge.
","['data mine', 'anomali detect', 'a geograph distanc', 'cluster', 'global share model', 'mani similar valu', 'valu that are less similar result in a lower densiti', 'distanc between data valu', 'the notion of local', 'can form a cluster', 'a specif distanc metric such as euclidean distanc', 'determin if a datum is normal or anomal', 'anomali', 'afore-describ central method', 'compar to the valu of it nearest neighbor', 'notion of local']","['specific distance metric', 'local neighborhood data', 'local context', 'anomaly detection', 'conceptual opposite', 'nearest neighbors', 'higher density', 'data mining', 'data point', 'geographical distance', 'small distance', 'data distance', 'similar values', 'data values', 'centralized methods', 'similar result', 'methods', 'result', 'nan', 'models']"
nan,"Powder metallurgy is a versatile technology for the manufacturing of components to (near) net-shape with high product quality. For a hardmetal (such as WC-Co) cold compaction of the powder to a “green body” is followed by liquid-phase sintering from the subsequent heating. This means that the binder metal Co is heated to melt in order to obtain sufficient mobility via capillary action, i.e., via surface traction, stemming from stored surface energy. The resulting flow causes gradual filling of the pore space and brings about a macroscopic shrinkage of the particle compact until a completely dense state is obtained, at least ideally. To model and quantitatively simulate the sintering process is a challenging task. The goal is to (i) estimate the final resulting quality (i.e., in terms of porosity) and (ii) to predict the final net shape and size of the sintered component.
","['technolog for the manufactur of compon to (near) net-shap', 'hardmet', 'model and quantit simul the sinter process', 'powder', 'powder metallurgi', 'sinter compon', 'surfac traction', 'dens state', 'macroscop shrinkag', 'heat', 'liquid-phas sinter', 'wc-co', 'estim the final result qualiti', 'Co is heat', 'particl', 'Co', 'gradual fill of the pore', 'green bodi', 'obtain suffici mobil via capillari action', 'poros', 'sinter process', 'to predict the final net shape and size']","['high product quality', 'final net shape', 'versatile technology', 'cold compaction', 'green body', 'subsequent heating', 'binder metal', 'sufficient mobility', 'capillary action', 'surface traction', 'surface energy', 'gradual filling', 'pore space', 'macroscopic shrinkage', 'particle compact', 'dense state', 'challenging task', 'sintered component', 'powder metallurgy', 'final']"
nan,"A scenario is proposed for bi-large lepton mixing in the framework of nearly threefold degenerate Majorana neutrinos. In our proposal, we impose Z3 symmetry in the neutrino sector at a high energy scale to account for the threefold degenerate neutrinos and the maximal mixing between νμ and ντ. In order to obtain the atmospheric neutrino mass splitting while keeping the maximal mixing between νμ and ντ, we introduce a small perturbation to the neutrino mass matrix without breaking Z3 symmetry. On the other hand, the solar neutrino mixing arises due to the non-diagonal charged lepton mass matrix, and the desirable large mixing and mass splitting for the solar neutrino oscillation can be obtained by radiative corrections.","['degener majorana neutrino', 'solar neutrino mix', 'introduc a small perturb to the neutrino mass matrix without break Z3 symmetri', 'non-diagon charg lepton mass matrix', 'neutrino sector', 'bi-larg lepton mix', 'neutrino', 'radi correct', 'degener neutrino', 'neutrino mass matrix', 'solar neutrino', 'atmospher neutrino mass split while keep the maxim mix between νμ and ντ', 'larg mix and mass split for the solar neutrino oscil']","['threefold degenerate majorana neutrinos', 'atmospheric neutrino mass splitting', 'high energy scale', 'neutrino mass matrix', 'solar neutrino oscillation', 'desirable large mixing', 'mass splitting', 'neutrino sector', 'bi-large lepton', 'z3 symmetry', 'small perturbation', 'radiative corrections', 'scenario', 'framework', 'proposal', 'order', 'hand', 'due', 'non-diagonal']"
nan,"These results demonstrate that SW-SVR predicts complicated micrometeorological data with the best prediction performance and the lowest computational complexity compared with standard algorithms. In particular, we found that dynamic aggregation of models built from very little extracted data by D-SDC is effective for compatibility of high prediction performance and low computational complexity. However, there are problems to be solved in SW-SVR. Firstly, the prediction performance of SW-SVR sometimes deteriorates despite an increase of training data. In particular, this problem occurred under the conditions that prediction horizons are 6 h as shown in Fig. 3. This is because data extracted by D-SDC involves unnecessary training data for highly accurate prediction. If D-SDC extracts the same data as the extracted data when training periods are shorter, the prediction performance of SW-SVR never deteriorates due to an increase of training data. Therefore, we must review both feature mapping and algorithms of D-SDC so as to avoid extracting unnecessary training data. Meanwhile, SW-SVR is based on a combination of several algorithms: kernel approximation, PLS regression, k-means, D-SDC, and linear SVR. Moreover, each algorithm has several parameters. Therefore, SW-SVR has more varied parameters, and it takes more time to tune the parameters. In this experiment, we used a grid search roughly so as to decide the parameters in a certain time. However, there is still room for improvement in the prediction performance by using other approaches such as a genetic algorithm instead of a grid search (Huang & Wang, 2006).
","['genet algorithm', 'grid search', 'combin of sever algorithm', 'd-sdc', 'linear svr', 'pl regress', 'train data', 'kernel approxim', 'sw-svr', 'tune the paramet', 'micrometeorolog data', 'standard algorithm', 'k-mean', 'dynam aggreg of model']","['lowest computational complexity', 'high prediction performance', 'unnecessary training data', 'training periods', 'prediction horizons', 'dynamic aggregation', 'feature mapping', 'kernel approximation', 'pls regression', 'linear svr', 'grid search', 'genetic algorithm', 'standard algorithms', 'varied parameters', 'data', 'algorithm', 'results', 'sw-svr', 'models', 'd-sdc']"
nan,"A multi-physics description of a multiscale system is often referred to as a ‘hybrid’ model. In fluid dynamics, a typical hybrid combines a molecular treatment (a ‘micro’ model) with a continuum-fluid one (a ‘macro’ model), with the aim of obtaining the accuracy of the former with the efficiency of the latter [1–4]. The micro and macro models generally have characteristic timescales that are very different, which means that time-accurate simulations can be extremely challenging: the size of the timestep required to make the micro model stable and accurate is so small that simulations over significant macro-scale time periods are intractable. If the system is ‘scale-separated’, a physical (as distinct from numerical) approximation can be made that enables the coupled models to advance at different rates (asynchronously) with negligible penalty on macro-scale accuracy. E et al. [5] were the first to introduce and implement this concept in a time-stepping method for coupled systems, referred to in the classification of Lockerby et al. [6] as a continuous asynchronous (CA) scheme (‘continuous’ since the micro and macro models advance without interruption [5]). In this paper we extend this idea to multiscale systems comprising an arbitrary number of coupled models.
","['CA', 'fluid', 'fluid dynam', 'hybrid', 'physic (a distinct from numerical) approxim', 'scale-separ', 'obtain the accuraci of the former with the effici of the latter', 'continu asynchron', 'macro’ model', 'molecular treatment', 'coupl model', '‘micro’ model', 'micro and macro model', 'time-step method for coupl system', '‘hybrid’ model', 'multi-phys descript of a multiscal system', 'continuum-fluid one', 'multiscal system compris an arbitrari number of coupl model']","['significant macro-scale time periods', 'micro model stable', 'macro-scale accuracy', 'multi-physics description', 'fluid dynamics', 'typical hybrid', 'molecular treatment', 'characteristic timescales', 'negligible penalty', 'coupled systems', 'continuous asynchronous', 'multiscale systems', 'arbitrary number', 'macro models', 'time-accurate simulations', 'models', 'micro', 'accuracy', 'simulations', 'system']"
nan,"In this paper, we present our experimental observations on how solvents can vary the TPA and TPF properties of fluorescent rhodamine (Rh) dyes Rh6G, RhB and Rh101. Rhodamines are well-known xanthenes dyes, which have been extensively used for many widespread applications in single-molecule detection [24], DNA-sequence determination [25], fluorescence labelling [26], etc. due to their strong fluorescence over the visible spectral region. Molecular geometries of rhodamine dyes are well-known [27,28] and indicate that all the structures are non-centrosymmetric. In general, for centrosymmetric molecules, TPA is forbidden when tuned to the transitions at one-half of the excitation frequencies. However, for non-centrosymmetric molecules due to symmetry relaxations, the single-photon absorption (SPA) peaks and TPA peaks may coincide. So we set our primary aim to find the effect of solvent polarity on the correlation of SPA and TPA peaks for all the dyes.
","['dye', 'single-photon absorpt', 'symmetri relax', 'fluoresc label', 'rhodamin dye', 'fluoresc rhodamin', 'centrosymmetr molecul', 'non-centrosymmetr molecul', 'experiment observ on how solvent can vari the tpa and tpf properti of fluoresc rhodamin (rh) dye', 'rhodamin', 'rh6g', 'rh101', 'rhb', 'fluoresc rhodamin (rh) dye', 'Rh', 'xanthen dye', 'tpf', 'tpa', 'fluoresc', 'tpa peak', 'spa', 'dna-sequ determin', 'single-molecul detect', 'single-photon absorpt (spa) peak']","['visible spectral region', 'centrosymmetric molecules', 'experimental observations', 'tpf properties', 'fluorescent rhodamine', 'widespread applications', 'single-molecule detection', 'dna-sequence determination', 'fluorescence labelling', 'strong fluorescence', 'molecular geometries', 'excitation frequencies', 'symmetry relaxations', 'single-photon absorption', 'primary aim', 'solvent polarity', 'dyes rh6g', 'tpa peaks', 'peaks', 'tpa']"
nan,"In addition, the prediction of solar cell’s temperature is very important for the electrical characterisation of CPV modules. Rodrigo et al. (2014) reviewed various methods for the calculation of the cell temperature in High Concentrator PV (HCPV) modules. The methods were categorised based on: (1) heat sink temperature, (2) electrical parameters and (3) atmospheric parameters. The first two categories are based on direct measurements of CPV modules in indoor or outdoor experimental setups and presented the highest degree of accuracy (Root Mean Square Error (RMSE) 1.7–2.5K). Most of the methods reviewed by Rodrigo et al. (2014) calculate the cell temperature at open-circuit conditions. Methods that predict the cell temperature at maximum power point (MPP) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); Yandt et al. (2012) described a method predicting the cell temperature at MPP based on electrical parameters and Fernández et al. (2014b) based on heat sink temperature with absolute RMSE 0.55–1.44K. Fernández et al. (2014a) also proposed an artificial neural network model to estimate the cell temperature based on atmospheric parameters and an open-circuit voltage model based on electrical parameters (Fernandez et al., 2013a) offering good accuracy (RMSE 3.2K and 2.5K respectively (Rodrigo et al., 2014)). The main disadvantage of the aforementioned methods is that an experimental setup is required to obtain the parameters used for the cell temperature calculation.
","['mpp', 'open-circuit voltag model', 'solar cell', 'predict the cell temperatur at mpp', 'hcpv', 'electr energi gener', 'calcul of the cell temperatur', 'predict of solar cell’ temperatur', 'calcul the cell temperatur', 'artifici neural network model', 'open-circuit condit', 'cell', 'estim the cell temperatur', 'high concentr PV', 'cpv', 'maximum power point', 'cell temperatur calcul']","['artificial neural network model', 'high concentrator pv', 'maximum power point', 'open-circuit voltage model', 'outdoor experimental setups', 'real operating conditions', 'heat sink temperature', 'electrical energy generation', 'cell temperature calculation', 'open-circuit conditions', 'solar cells', 'experimental setup', 'direct measurements', 'highest degree', 'square error', 'realistic approach', 'main disadvantage', 'electrical parameters', 'atmospheric parameters', 'cpv modules']"
nan,"Based on the description model of object-orientation-based direction relation in two-dimensional space, the description mode of object-orientation-based direction relation in three-dimensional space is proposed. The basic idea is that the actual direction region is modeled as an open shape. The computation related to the world boundary of spatial direction region is eliminated, and the processing of the direction predicates is converted into the processing of topological operations between open shapes and closed geometry objects. The algorithms of topological operations between open shapes and closed geometry objects are presented and the theoretical proof for the correctness and completeness of the algorithms is performed.","['descript model', 'direct region', 'object-orientation-bas direct relat', 'two-dimension space', 'theoret proof for the correct and complet of the algorithm', 'world boundari', 'descript mode of object-orientation-bas direct relat in three-dimension space is propos', 'open shape', 'algorithm', 'process of topolog oper', 'descript mode', 'algorithm of topolog oper', 'geometri object', 'spatial direct region', 'process of the direct predic', 'comput']","['closed geometry objects', 'actual direction region', 'direction relation', 'direction predicates', 'description model', 'two-dimensional space', 'description mode', 'basic idea', 'open shape', 'world boundary', 'topological operations', 'theoretical proof', 'computation', 'processing', 'algorithms', 'correctness', 'completeness']"
nan,"Using measured data from two arable sites in the UK we have shown that lags can have significant impact on model evaluation and can affect both the level of correlation between measured and simulated data and the magnitude of the sums of the residuals. Also, we used the division of MSE to three constituent statistics (SB, SDSD and LCS) to show how the level of correlation can affect the sum of residuals. By dividing the algorithm-predicted series of lag values into monthly sets and examining the frequency distribution of the lags, certain patterns in these temporally patchy series have been identified. A challenging task in relation to time lags between observed and simulated daily data, is to determine their cause. This task becomes more difficult for model outputs such as soil N2O emissions that are driven by various interacting variables. Even more so, because the measured N2O datasets and the measured datasets of their drivers (e.g. soil moisture, soil N content) cover small time periods, they are not continuous and can vary widely in size. In this study we implemented the algorithm using measured and simulated data for soil moisture (first and second example) and soil mineral N (second example), and compared its results with the respective results for N2O. In our first example, we showed that the estimated lags in N2O prediction are related to the lags in soil moisture prediction in a way that changes gradually through time. In our second example, the lags in N2O prediction were explained by the lags in soil moisture and soil mineral N prediction, with which they had a positive relationship.
","['soil miner N', 'n2o dataset', 'n2o emiss', 'SB', 'constitu statist', 'sdsd', 'soil moistur', 'measur and simul data for soil moistur', 'model evalu', 'n2o', 'mse', 'lc', 'soil moistur predict', 'soil miner N predict', 'n2o predict']","['small time periods', 'soil n2o emissions', 'soil moisture prediction', 'soil mineral', 'arable sites', 'significant impact', 'model evaluation', 'constituent statistics', 'lag values', 'frequency distribution', 'model outputs', 'positive relationship', 'patchy series', 'challenging task', 'n2o datasets', 'respective results', 'time lags', 'n2o', 'time', 'prediction']"
nan,"It is well-known that the optical properties of atoms and molecules can be influenced by their electronic environment. Local field effects on spontaneous emission rates within nanostructured photonic materials for example are familiar, and have been well summarized [1]. Optical processes, including resonance energy transfer are similarly dependent on the local environment of molecular chromophores [2–4]. Many biological systems are known to contain complex organizations of molecules with absorption bands shifted due to the electronic influence of other, nearby optical centres. For instance, in widely studied light-harvesting complexes, there are two identifiable forms of the photosynthetic antenna molecule bacteriochlorophyll, with absorption bands centred on 800 and 850nm; it has been shown that the most efficient forms of energy transfer between the two occurs when there is a neighbouring carotenoid species 5–7. Until now, research on the broader influence of a neighbouring, off-resonant, molecule on photon absorption has mostly centred on the phenomenon of induced circular dichroism, where both quantum electrodynamic (QED) calculations [8–10] and experimental procedures [11–13] predict and verify that a chiral mediator confers the capacity for an achiral acceptor to exhibit circular differential absorption.
","['molecul', 'nanostructur photon materi', 'local environ of molecular chromophor', 'achir acceptor', 'induc circular dichroism', 'optic process', 'absorpt band', 'light-harvest complex', 'electron influenc', 'atom', 'off-reson', 'local field effect', 'optic properti', 'experiment procedur', 'quantum electrodynam', 'reson energi transfer', 'photon absorpt', 'energi transfer', 'influenc of a neighbour', 'electron environ', 'molecul on photon absorpt', 'chiral mediat', 'photon', 'carotenoid speci', 'circular differenti absorpt', 'qed', 'photosynthet antenna molecul bacteriochlorophyl']","['spontaneous emission rates', 'nanostructured photonic materials', 'local field effects', 'nearby optical centres', 'resonance energy transfer', 'photosynthetic antenna molecule', 'circular differential absorption', 'energy transfer', 'local environment', 'circular dichroism', 'optical properties', 'optical processes', 'absorption bands', 'photon absorption', 'electronic environment', 'molecular chromophores', 'biological systems', 'complex organizations', 'electronic influence', 'identifiable forms']"
nan,"As discussed above, proper inclusion of these interactions requires segment synchronization after every iteration. In order to minimize simulation errors due to incorrect values of the interactions potential, segments are synchronized after every iteration. Although relatively long communication times between remote processors may hinder this process in typical parallel computers, this is not the case for GPGPU architectures. Still, full recalculation of the interaction potential after each iteration is time consuming. Instead, the algorithm corrects the current potential by adding dipole contributions for every nearby charge that hopped during the previous iteration. Full updates of the interaction potential are only required for the grid points that are related to charges that hopped during the last iteration. Accumulative rounding errors that arise due to repetitive addition and subtraction are solve this by rounding all interaction potentials to a uniformly spaced range of floating point numbers.
","['parallel comput', 'processor', 'gpgpu architectur', 'segment are synchron after everi iter', 'proper inclus of these interact', 'ad dipol contribut', 'recalcul of the interact potenti', 'minim simul error', 'algorithm', 'segment synchron after everi iter', 'interact potenti', 'correct the current potenti']","['long communication times', 'typical parallel computers', 'simulation errors due', 'proper inclusion', 'segment synchronization', 'incorrect values', 'remote processors', 'gpgpu architectures', 'full recalculation', 'current potential', 'dipole contributions', 'nearby charge', 'full updates', 'grid points', 'repetitive addition', 'spaced range', 'point numbers', 'previous iteration', 'errors', 'interactions']"
nan,"In this work, light propagation in a scattering medium with piece-wise constant refractive index using the radiative transport equation was studied. Light propagation in each sub-domain with a constant refractive index was modeled using the RTE and the equations were coupled using boundary conditions describing Fresnel reflection and transmission phenomenas on the interfaces between the sub-domains. The resulting coupled system of RTEs was numerically solved using the FEM. The proposed model was tested using simulations and was compared with the solution of the Monte Carlo method. The results show that the coupled RTE model describes light propagation accurately in comparison with the Monte Carlo method. In addition, results show that neglecting internal refractive index changes can lead to erroneous boundary measurements of scattered light. This indicates that the quality of the DOT reconstructions could possible be increased by incorporating a model for internal refractive index changes in the image reconstruction procedure.
","['simul', 'radi transport equat', 'mont carlo method', 'coupl system of rte', 'light propag in a scatter medium with piece-wis constant refract index', 'rte', 'solut of the mont carlo method', 'fresnel reflect and transmiss phenomena', 'dot reconstruct', 'fem', 'imag reconstruct procedur', 'refract index chang']","['piece-wise constant refractive index', 'radiative transport equation', 'monte carlo method', 'image reconstruction procedure', 'erroneous boundary measurements', 'boundary conditions', 'scattering medium', 'fresnel reflection', 'transmission phenomenas', 'dot reconstructions', 'light propagation', 'light', 'model', 'work', 'sub-domain', 'equations', 'interfaces', 'system', 'fem', 'simulations']"
nan,"Mice bearing the orthotopic model were treated starting from day 21 after NB cell implant; mice with the pseudo-metastatic model received the first treatment 4h after NB cell injection. These therapeutic schedules were designed to test the effects of our targeted formulations against both established and pseudo-metastatic preclinical models of human NB, as described [16,19]. Animals were treated i.v. once a week for 3 weeks with untargeted (SL[DXR]) or peptide-targeted SL[DXR] (5mg/kg). Scrambled peptide-functionalized liposomes were used as a control, and in every experiment a group of control mice received HEPES-buffered saline. Survival times were used as the main criterion for determining treatment efficacy. In the orthotopic model, time-dependent anti-tumor activity was also evaluated by bioluminescence imaging (BLI) and X-ray analyses. For this purpose, the GI-LI-N cell line was infected with a retrovirus expressing the firefly luciferase gene, as previously reported [17]; luciferase activity of retrovirally-transduced cells was visualized in vivo by BLI (IVIS Caliper Life Sciences, Hopkinton, MA) after a 10min incubation with 150μg/mL of d-luciferin (Caliper Life Sciences), as described [17]. X-ray analysis was superimposed to the luminescence for a better visualization of the tumors.
","['scrambl peptide-function liposom', 'untarget', 'preclin model', 'hepes-buff salin', 'retrovirally-transduc cell', 'time-depend anti-tumor activ', 'peptide-target sl[dxr]', 'test the effect', 'the gi-li-n cell line', 'surviv time', 'infect', 'mice bear the orthotop model', 'luciferas activ', 'sl[dxr]', 'our target formul', 'these therapeut schedul', 'mice with the pseudo-metastat model', 'anim', 'd-luciferin', 'orthotop model', 'visual', 'determin treatment efficaci']","['ivis caliper life sciences', 'gi-li-n cell line', 'nb cell implant', 'nb cell injection', 'time-dependent anti-tumor activity', 'firefly luciferase gene', 'luciferase activity', 'human nb', 'orthotopic model', 'treatment 4h', 'therapeutic schedules', 'survival times', 'main criterion', 'treatment efficacy', 'bioluminescence imaging', 'x-ray analyses', '10min incubation', 'control mice', 'control', 'nan']"
nan,"In order for DLS based micro-rheology to be successful, there must be sufficient scattering contrast between the sample and the tracer particles. In order to achieve this, the maximum possible concentration of tracer particles was added such that single scattering events still dominated (as determined by measurements of diffusion coefficients in water at different concentrations). In order to determine whether or not the background scattering from the sample was sufficiently low compared to that of the tracer particles, we also compared the scattering intensities obtained from samples with and without tracer particles as a function of time. The results of this exercise are shown in Fig. 6. From this figure it can be seen that although initially the scattering from the sample without tracer particles is low compared to those containing tracer particles, as gelation proceeds this eventually ceases to be the case. This is presumably because of the development of supra-molecular structures, such as those seen previously (Fig. 2B). Based on the results in Fig. 6 it was decided to only use data collected in the first 240min of the experiment, after which point the scattering from the gel network became rather too large to ignore.
","['dl base micro-rheolog', 'scatter from the gel network', 'scatter', 'water', 'sampl and the tracer particl', 'gelat', 'supra-molecular structur', 'scatter intens', 'tracer particl']","['sufficient scattering contrast', 'single scattering events', 'tracer particles', 'diffusion coefficients', 'supra-molecular structures', 'gel network', 'order', 'dls', 'micro-rheology', 'successful', 'sample', 'maximum', 'measurements', 'water', 'concentrations', 'background', 'low', 'function', 'time', 'results']"
nan,"In summary, we have shown that one can describe the experimental data of the HERMES Collaboration for hadron attenuation on nuclei without invoking any changes in the fragmentation function due to gluon radiation. In our dynamical studies, that include the most relevant FSI, we employ only the ‘free’ fragmentation function on a nucleon and attribute the hadron attenuation to the deceleration of the produced (pre-)hadrons due to FSI in the surrounding medium. We find that in particular the z-dependence of RMh is very sensitive to the interaction cross section of leading prehadrons and can be used to determine σlead. The interaction of the leading prehadrons during the formation time could be interpreted as an in-medium change of the fragmentation function, which however could not be given in a closed form. The extracted average hadron formation times of τf≳0.3 fm/c are compatible with the analysis of antiproton attenuation in p+A reactions at AGS energies [17]. In an upcoming work we will investigate in detail the spectra for different particle species (π±,K±,p,p̄) to examine, if the formation times of mesons and antibaryons are about equal. In addition we will improve our model to describe the primary photon–nucleon reaction below the PYTHIA threshold of W⩾4 GeV.
","['in-medium chang of the fragment function', 'dynam studi', 'surround medium', '‘free’ fragment function', 'hadron', 'hadron format', 'p', 'antibaryon', 'meson', 'gluon radiat', 'p̄)', 'particl speci', 'lead prehadron', 'fsi', 'fragment function', 'nuclei', 'p̄', 'describ the experiment data of the herm collabor for hadron attenu on nuclei', 'hadron attenu', 'p+a reaction', 'primari photon–nucleon reaction', 'examin', 'π±', 'antiproton', 'nucleon', 'detail the spectra for differ particl speci (π±', 'rmh', 'produc (pre-)hadron', 'interact of the lead prehadron dure the format time', 'determin σlead', 'improv our model to describ the primari photon–nucleon reaction below the pythia threshold of w⩾4\xa0gev', 'photon', 'the z-depend of rmh', 'analysi of antiproton attenu', 'if the format time of meson and antibaryon are about equal', 'K±']","['average hadron formation times', 'interaction cross section', 'fragmentation function due', 'formation times', 'hadron attenuation', 'hadrons due', 'experimental data', 'hermes collaboration', 'gluon radiation', 'dynamical studies', 'closed form', 'antiproton attenuation', 'ags energies', 'upcoming work', 'particle species', 'pythia threshold', 'relevant fsi', 'interaction', 'summary', 'nuclei']"
nan,"In exploring the WKB limit of quantum theory, Bohm [2] was the first to notice that although one starts with all the ambiguities about the nature of a quantum system, the first order approximation fits the ordinary classical ontology. By that we mean that the real part of the Schrödinger equation under polar decomposition of the wave function becomes the classical Hamilton–Jacobi equation in the limit where terms involving ℏ are neglected. In contrast to this approach, in this Letter we show that the classical trajectories arise from a short-time quantum propagator when terms of O(Δt2) can be neglected. This fact was actually already observed by Holland some twenty years ago: In page 269 of his book [6] infinitesimal time intervals are considered whose sequence constructs a finite path. It is shown that along each segment the motion is classical (negligible quantum potential), and that it follows that the quantum path may be decomposed into a sequence of segments along each of which the classical action is a minimum. The novel contribution of the present Letter is an improved proof of Hollandʼs result using an improved version of the propagator due to Makri and Miller [9,10]. (See also de Gosson [3] for a further discussion.)
","['infinitesim time interv', 'short-tim quantum propag', 'propag', 'schrödinger equat under polar decomposit of the wave function', 'wkb limit of quantum theori', 'hamilton–jacobi equat']","['infinitesimal time intervals', 'negligible quantum potential', 'ordinary classical ontology', 'short-time quantum propagator', 'quantum theory', 'quantum system', 'quantum path', 'order approximation', 'real part', 'polar decomposition', 'wave function', 'finite path', 'improved proof', 'improved version', 'classical trajectories', 'classical action', 'wkb limit', 'present letter', 'propagator', 'classical']"
nan,"With development of performance-based design, some studies have been conducted on fire risk analysis in buildings from different perspectives and levels. Models such as FiRECAM [11,12] and FiERAsystem [13] were used to calculate the expected life risk. In other studies probabilistic methods have been used to assess levels of people safety in buildings [14]. Quantitative risk analysis approaches have also been used to quantify the risk to occupants using stochastic factors [15]. However, studies to date have largely been concerned with various aspects of fire risk analysis and there has been little in the way of development of systematic theoretical methods for analyzing fire risk in buildings in terms of fire risk management. Existing fire risk management involves the identification of alternative fire safety design options [16,17], the ongoing inspection, maintenance of fire protection systems [18] and evacuation training and drills [19]. In this study, basic process of fire risk analysis in building is described, and a fire risk analysis model based on scenario clusters is established with consideration of the characteristics of fire dynamics and occupants' behavior. The number of deaths and directive property loss are selected as fire risk indices and the average fire risk of residential buildings is quantitatively analyzed, so that appropriate fire risk management measures can be adopted.
","['basic process of fire risk analysi', 'systemat theoret method', 'aspect of fire risk analysi', 'model', 'fierasystem', 'quantit risk analysi approach', 'firecam', 'identif of altern fire safeti design option', 'stochast factor', 'ongo inspect', 'mainten of fire protect system', 'performance-bas design', 'averag fire risk', 'probabilist method', 'number of death and direct properti loss', 'evacu train and drill']","['alternative fire safety design options', 'quantitative risk analysis approaches', 'fire risk analysis model', 'fire protection systems', 'systematic theoretical methods', 'directive property loss', 'studies probabilistic methods', 'people safety', 'fire dynamics', 'life risk', 'stochastic factors', 'ongoing inspection', 'evacuation training', 'basic process', 'scenario clusters', 'residential buildings', 'design', 'studies', 'development', 'perspectives']"
nan,"First-principles calculations have clarified the electronic structure and stability of the W@Si12 cluster under O2 molecule adsorption and reaction. Our results show that the W-encapsulated Si12 hexagonal prism cage is very inert to oxidation. The O2 molecule only weakly adsorbs onto the cluster at relatively low temperatures, in the range of several tens meV. However, significant reaction barriers (0.593–1.118 eV) for the O2 molecule on the cluster are identified on different adsorption sites, nevertheless, these reaction paths are spin forbidden reactions according to Wingerʼs spin selection rule. These results imply that O2 readily desorb from the cluster surface rather than dissociate and oxide the W@Si12 cluster upon excitations. In high temperature and high pressure conditions, the O2 molecules may dissociate on the preferential edge site by overcoming a significantly large energy barrier.
","['O2', 'spin forbidden reaction', 'signific reaction barrier', 'cluster', 'O2 molecul adsorpt and reaction', 'w@si12 cluster', 'reaction', '0.593–1.118 eV', 'adsorpt', 'electron structur and stabil', 'low temperatur', 'first-principl calcul', 'w-encapsul si12 hexagon prism cage', 'overcom a significantli larg energi barrier', 'high temperatur and high pressur condit', 'wingerʼ spin select rule', 'oxid']","['si12 hexagonal prism cage', 'spin forbidden reactions', 'preferential edge site', 'large energy barrier', 'high pressure conditions', 'significant reaction barriers', 'o2 molecule adsorption', 'adsorption sites', 'high temperature', 'electronic structure', 'low temperatures', 'tens mev', 'reaction paths', 'selection rule', 'cluster surface', 'reaction', 'cluster', 'nan', 'stability', 'results']"
